GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Master Data Management,com.ibm.analytics.mdm.v0.model,DataGetSchemaOptions,0,3,0,0,0,1,0,1,0,1
Master Data Management,com.ibm.analytics.mdm.v0.model,PutAlgorithmResponseStandardizer,0,12,0,0,0,4,0,4,0,4
Master Data Management,com.ibm.analytics.mdm.v0.model,RetrieveRulesOptions.Builder,20,18,0,0,8,7,2,4,2,4
Master Data Management,com.ibm.analytics.mdm.v0.model,MatchAttribute,0,9,0,0,0,3,0,3,0,3
Master Data Management,com.ibm.analytics.mdm.v0.model,ReplaceProjectMetadataOptions.Builder,84,53,0,0,25,21,3,11,3,11
Master Data Management,com.ibm.analytics.mdm.v0.model,DataModelRelationshipType,6,63,0,0,1,19,1,9,1,9
Master Data Management,com.ibm.analytics.mdm.v0.model,DataSearchOptions.Builder,98,58,4,0,28,22,8,11,6,11
Master Data Management,com.ibm.analytics.mdm.v0.model,PutDataModelResponseSystemProperties,0,15,0,0,0,5,0,5,0,5
Master Data Management,com.ibm.analytics.mdm.v0.model,RemoveRuleOptions,6,36,0,0,1,11,1,4,1,4
Master Data Management,com.ibm.analytics.mdm.v0.model,DeriveRecordsRequestRecord,6,21,0,0,1,7,1,3,1,3
Master Data Management,com.ibm.analytics.mdm.v0.model,ProjectMetadataResponse,0,6,0,0,0,2,0,2,0,2
Master Data Management,com.ibm.analytics.mdm.v0.model,SystemProperties.Builder,19,28,0,0,6,11,1,6,1,6
Master Data Management,com.ibm.analytics.mdm.v0.model,MatchingStatus,0,6,0,0,0,2,0,2,0,2
Master Data Management,com.ibm.analytics.mdm.v0.model,PutAlgorithmResponseCompareMethod,0,12,0,0,0,4,0,4,0,4
Master Data Management,com.ibm.analytics.mdm.v0.model,DataGetStorageMetadataResponseCloudStorageMetadataResponse,0,3,0,0,0,1,0,1,0,1
Master Data Management,com.ibm.analytics.mdm.v0.model,DataGetEntitiesForRecordOptions.Builder,65,36,4,0,20,13,6,7,4,7
Master Data Management,com.ibm.analytics.mdm.v0.model,ListProjectsOptions.Builder,13,13,0,0,6,5,2,3,2,3
Master Data Management,com.ibm.analytics.mdm.v0.model,DataModelAttribute,6,60,0,0,1,18,1,8,1,8
Master Data Management,com.ibm.analytics.mdm.v0.model,ProcessStatusStatus,0,6,0,0,0,2,0,2,0,2
Master Data Management,com.ibm.analytics.mdm.v0.model,PutDataModelResponseRecordTypeSystemProperties,0,18,0,0,0,6,0,6,0,6
Master Data Management,com.ibm.analytics.mdm.v0.model,PostSearchResponse,0,6,0,0,0,2,0,2,0,2
Master Data Management,com.ibm.analytics.mdm.v0.model,ModelDeleteFlowOptions,6,25,0,0,1,8,1,3,1,3
Master Data Management,com.ibm.analytics.mdm.v0.model,SystemPropertiesForAttributeTypes,6,46,0,0,1,14,1,6,1,6
Master Data Management,com.ibm.analytics.mdm.v0.model,PublishModelStatusPublishModelStatus,0,9,0,0,0,3,0,3,0,3
Master Data Management,com.ibm.analytics.mdm.v0.model,ListEntityOptions,6,42,0,0,1,13,1,6,1,6
Master Data Management,com.ibm.analytics.mdm.v0.model,SingleRecordRequestAttributes.Builder,15,23,0,0,5,9,1,5,1,5
Master Data Management,com.ibm.analytics.mdm.v0.model,Rule.Builder,11,18,0,0,4,7,1,4,1,4
Master Data Management,com.ibm.analytics.mdm.v0.model,DataSourceDetailsRequest.Builder,15,23,0,0,5,9,1,5,1,5
Master Data Management,com.ibm.analytics.mdm.v0.model,AlgorithmMethods,6,17,0,0,1,6,1,3,1,3
Master Data Management,com.ibm.analytics.mdm.v0.model,ModelGetMapResourceOptions,6,25,0,0,1,8,1,3,1,3
Master Data Management,com.ibm.analytics.mdm.v0.model,ModelGetAlgorithmOptions.Builder,20,18,0,0,8,7,2,4,2,4
Master Data Management,com.ibm.analytics.mdm.v0.model,ModelPatchFlowOptions.Builder,38,33,0,0,13,13,2,7,2,7
Master Data Management,com.ibm.analytics.mdm.v0.model,DataModelRelationshipRule,6,17,0,0,1,6,1,3,1,3
Master Data Management,com.ibm.analytics.mdm.v0.model,AlgorithmBucketStep.Builder,80,48,4,0,24,19,6,10,4,10
Master Data Management,com.ibm.analytics.mdm.v0.model,AlgorithmBucketStep,6,67,0,0,1,20,1,9,1,9
Master Data Management,com.ibm.analytics.mdm.v0.model,AlgorithmBucketGroupStep,6,54,0,0,1,16,1,6,1,6
Master Data Management,com.ibm.analytics.mdm.v0.model,RecordType,6,35,0,0,1,11,1,5,1,5
Master Data Management,com.ibm.analytics.mdm.v0.model,DataRunExportOptions,6,24,0,0,1,8,1,4,1,4
Master Data Management,com.ibm.analytics.mdm.v0.model,PostResetResponse,0,6,0,0,0,2,0,2,0,2
Master Data Management,com.ibm.analytics.mdm.v0.model,MatchIndexOptions.Builder,27,23,0,0,10,9,2,5,2,5
Master Data Management,com.ibm.analytics.mdm.v0.model,DataModel,6,58,0,0,1,17,1,6,1,6
Master Data Management,com.ibm.analytics.mdm.v0.model,DataModelRelationshipType.Builder,59,48,2,0,18,19,4,10,3,10
Master Data Management,com.ibm.analytics.mdm.v0.model,AlgorithmStandardizer.Builder,63,23,4,0,20,9,6,5,4,5
Master Data Management,com.ibm.analytics.mdm.v0.model,CompositeRulesRules,6,21,0,0,1,7,1,3,1,3
Master Data Management,com.ibm.analytics.mdm.v0.model,PutDataModelResponse,0,12,0,0,0,4,0,4,0,4
Master Data Management,com.ibm.analytics.mdm.v0.model,DeleteIndexOptions.Builder,29,34,0,0,10,13,2,7,2,7
Master Data Management,com.ibm.analytics.mdm.v0.model,DataUpdateSchemaOptions,0,3,0,0,0,1,0,1,0,1
Master Data Management,com.ibm.analytics.mdm.v0.model,PublishDataRequestCosDetailsProject,6,24,0,0,1,8,1,4,1,4
Master Data Management,com.ibm.analytics.mdm.v0.model,DataGetRecordOptions.Builder,57,24,4,0,18,9,6,5,4,5
Master Data Management,com.ibm.analytics.mdm.v0.model,GetRecordsOptions.Builder,20,18,0,0,8,7,2,4,2,4
Master Data Management,com.ibm.analytics.mdm.v0.model,FieldType,6,35,0,0,1,11,1,5,1,5
Master Data Management,com.ibm.analytics.mdm.v0.model,MapResourceMapResourceEntry.Builder,72,38,4,0,22,15,6,8,4,8
Master Data Management,com.ibm.analytics.mdm.v0.model,Algorithm.Builder,34,28,0,0,12,11,2,6,2,6
Master Data Management,com.ibm.analytics.mdm.v0.model,InstanceMetadata,6,31,0,0,1,10,1,5,1,5
Master Data Management,com.ibm.analytics.mdm.v0.model,ProjectMetadataResponseProjectMetadata,9,24,0,0,3,8,3,8,3,8
Master Data Management,com.ibm.analytics.mdm.v0.model,DataCleanUpJobOptions,6,14,0,0,1,5,1,2,1,2
Master Data Management,com.ibm.analytics.mdm.v0.model,ListEntityOptions.Builder,29,34,0,0,10,13,2,7,2,7
Master Data Management,com.ibm.analytics.mdm.v0.model,Summary,0,18,0,0,0,6,0,6,0,6
Master Data Management,com.ibm.analytics.mdm.v0.model,DataRevokeBucketCredentialsOptions,6,10,0,0,1,4,1,2,1,2
Master Data Management,com.ibm.analytics.mdm.v0.model,DataModelEntityType,6,21,0,0,1,7,1,3,1,3
Master Data Management,com.ibm.analytics.mdm.v0.model,DataCreateRecordOptions.Builder,59,40,0,0,18,15,3,8,3,8
Master Data Management,com.ibm.analytics.mdm.v0.model,RemoveRuleOptions.Builder,45,23,2,0,15,9,4,5,3,5
Master Data Management,com.ibm.analytics.mdm.v0.model,AssetMetadataResponse,0,6,0,0,0,2,0,2,0,2
Master Data Management,com.ibm.analytics.mdm.v0.model,DataModelSystemProperties.Builder,34,28,0,0,12,11,2,6,2,6
Master Data Management,com.ibm.analytics.mdm.v0.model,SourceObject.Builder,47,18,4,0,14,7,5,4,3,4
Master Data Management,com.ibm.analytics.mdm.v0.model,ModelModifyInstanceMetadataOptions.Builder,83,33,4,0,25,13,7,7,5,7
